Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
Sea of Tranquility,Emily St. John Mandel,"Release Date:
                                    28-04-22",Arthur Morey,4.5 out of 5 stars,9 ratings,₹323.00,"['Language:', 'English']",Length: 5 hrs and 46 mins
The Cobra,Frederick Forsyth,"Release Date:
                                    19-08-10",John Chancer,4.5 out of 5 stars,17 ratings,₹702.00,"['Language:', 'English']",Length: 11 hrs and 8 mins
Blindness,José Saramago,"Release Date:
                                    11-08-08",Jonathan Davis,4.5 out of 5 stars,27 ratings,₹702.00,"['Language:', 'English']",Length: 12 hrs and 33 mins
The House at Pooh Corner,A. A. Milne,"Release Date:
                                    05-04-05",Peter Dennis,5 out of 5 stars,13 ratings,₹374.00,"['Language:', 'English']",Length: 3 hrs and 12 mins
Crime and Punishment,Fyodor Dostoevsky,"Release Date:
                                    23-04-20",Don Warrington,4.5 out of 5 stars,6 ratings,"₹1,093.00","['Language:', 'English']",Length: 25 hrs and 2 mins
Before I Go To Sleep,S J Watson,"Release Date:
                                    05-05-11",Susannah Harker,4 out of 5 stars,60 ratings,₹820.00,"['Language:', 'English']",Length: 12 hrs and 14 mins
Clarity and Connection,Yung Pueblo,"Release Date:
                                    27-04-21",Yung Pueblo,5 out of 5 stars,12 ratings,₹422.00,"['Language:', 'English']",Length: 4 hrs and 4 mins
Robert Ludlum's™ The Bourne Treachery,Brian Freeman,"Release Date:
                                    27-07-21",Scott Brick,5 out of 5 stars,1 rating,₹804.00,"['Language:', 'English']",Length: 12 hrs and 26 mins
Just One Night,Carly Phillips,"Release Date:
                                    20-04-21",Mackenzie Cartwright,4.5 out of 5 stars,25 ratings,₹820.00,"['Language:', 'English']",Length: 5 hrs and 49 mins
An Echo in the Bone: International Edition,Diana Gabaldon,"Release Date:
                                    12-10-20",Davina Porter,4.5 out of 5 stars,10 ratings,"₹1,407.00","['Language:', 'English']",Length: 45 hrs and 59 mins
The Prestige,Christopher Priest,"Release Date:
                                    06-09-06",Simon Vance,4.5 out of 5 stars,16 ratings,₹773.00,"['Language:', 'English']",Length: 12 hrs and 15 mins
The Undomestic Goddess,Sophie Kinsella,"Release Date:
                                    10-01-07",Phoebe James,3.5 out of 5 stars,7 ratings,"₹1,003.00","['Language:', 'English']",Length: 12 hrs and 26 mins
The Spy Who Came in from the Cold,John le Carré,"Release Date:
                                    08-11-11",Michael Jayston,4.5 out of 5 stars,50 ratings,₹611.00,"['Language:', 'English']",Length: 7 hrs and 1 min
The Betrothed,Alessandro Manzoni,"Release Date:
                                    13-09-22",Ari Fliakos,,Not rated yet,"₹1,382.00","['Language:', 'English']",Length: 22 hrs and 38 mins
First Person Singular,Haruki Murakami,"Release Date:
                                    06-04-21",Kotaro Watanabe,4 out of 5 stars,31 ratings,₹615.00,"['Language:', 'English']",Length: 5 hrs and 24 mins
Don Quixote,Tobias Smollett - translator,"Release Date:
                                    04-05-04",Robert Whitfield,5 out of 5 stars,1 rating,"₹1,406.00","['Language:', 'English']",Length: 36 hrs and 42 mins
Imperium,Robert Harris,"Release Date:
                                    12-01-15",Bill Wallis,5 out of 5 stars,5 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 51 mins
Brave New World,Aldous Huxley,"Release Date:
                                    16-01-08",Michael York,4.5 out of 5 stars,172 ratings,₹702.00,"['Language:', 'English']",Length: 8 hrs
The Anne of Green Gables Collection,L.M. Montgomery,"Release Date:
                                    30-10-18",Susie Berneis,4.5 out of 5 stars,9 ratings,₹773.00,"['Language:', 'English']",Length: 73 hrs and 19 mins
Elephants Can Remember,Agatha Christie,"Release Date:
                                    03-07-12",Hugh Fraser,4.5 out of 5 stars,12 ratings,"₹1,238.00","['Language:', 'English']",Length: 5 hrs and 36 mins
Panthers Moon (Hindi Edition),Ruskin Bond,"Release Date:
                                    25-12-18",Neha Gargava,5 out of 5 stars,4 ratings,₹221.00,"['Language:', 'Hindi']",Length: 5 hrs and 30 mins
The Primal Hunter 2,Zogarth,"Release Date:
                                    14-06-22",Travis Baldree,4.5 out of 5 stars,3 ratings,₹836.00,"['Language:', 'English']",Length: 19 hrs and 25 mins
Addicted for Now,Krista Ritchie,"Release Date:
                                    13-01-15",Charles Carr,5 out of 5 stars,4 ratings,"₹1,003.00","['Language:', 'English']",Length: 16 hrs and 26 mins
Thus Spoke Zarathustra,Friedrich Nietzsche,"Release Date:
                                    25-02-21",Saul Reichlin,5 out of 5 stars,5 ratings,₹888.00,"['Language:', 'English']",Length: 14 hrs and 31 mins
Blood Meridian,Cormac McCarthy,"Release Date:
                                    16-05-07",Richard Poe,5 out of 5 stars,8 ratings,"₹1,218.00","['Language:', 'English']",Length: 13 hrs and 6 mins
Amritsar,Mark Tully,"Release Date:
                                    10-03-17",Homer Todiwala,4.5 out of 5 stars,37 ratings,₹284.00,"['Language:', 'English']",Length: 8 hrs and 57 mins
Airport,Arthur Hailey,"Release Date:
                                    19-05-20",BJ Harrison,4.5 out of 5 stars,16 ratings,₹820.00,"['Language:', 'English']",Length: 19 hrs and 17 mins
The Amityville Horror,Jay Anson,"Release Date:
                                    31-12-09",Ray Porter,4 out of 5 stars,39 ratings,₹585.00,"['Language:', 'English']",Length: 6 hrs and 28 mins
The Tao Te Ching,Lao Tzu,"Release Date:
                                    31-05-18",Dan Strutzel,4.5 out of 5 stars,6 ratings,"₹1,003.00","['Language:', 'English']",Length: 1 hr and 31 mins
Time's Eye,Stephen Baxter,"Release Date:
                                    08-04-08",John Lee,4 out of 5 stars,6 ratings,₹630.00,"['Language:', 'English']",Length: 11 hrs and 37 mins
The Man Upstairs and Other Stories,P. G. Wodehouse,"Release Date:
                                    01-06-09",Frederick Davidson,4 out of 5 stars,4 ratings,₹702.00,"['Language:', 'English']",Length: 10 hrs and 9 mins
Chilling Ghost Stories,Charles Dickens,"Release Date:
                                    01-10-12",Andrew Sachs,4 out of 5 stars,7 ratings,₹258.00,"['Language:', 'English']",Length: 1 hr and 58 mins
Tiamat's Wrath,James S. A. Corey,"Release Date:
                                    26-03-19",Jefferson Mays,5 out of 5 stars,26 ratings,"₹1,289.00","['Language:', 'English']",Length: 19 hrs and 8 mins
The Hacienda,Isabel Cañas,"Release Date:
                                    03-05-22",Victoria Villarreal,3.5 out of 5 stars,6 ratings,"₹1,131.00","['Language:', 'English']",Length: 11 hrs and 7 mins
Pearce: Black 13,Adam Hamdy,"Release Date:
                                    23-01-20",Jot Davies,4 out of 5 stars,4 ratings,₹323.00,"['Language:', 'English']",Length: 15 hrs and 8 mins
Kumarsambhav (Hindi Edition),Kalidas,"Release Date:
                                    14-10-21",Rishi Upadhyay,5 out of 5 stars,16 ratings,,"['Language:', 'Hindi']",Length: 5 hrs and 6 mins
Grin and Beard It,Penny Reid,"Release Date:
                                    05-09-16",Chris Brinkley,4.5 out of 5 stars,10 ratings,₹836.00,"['Language:', 'English']",Length: 12 hrs and 50 mins
All the Broken Places,John Boyne,"Release Date:
                                    15-09-22",Helen Lloyd,5 out of 5 stars,1 rating,₹888.00,"['Language:', 'English']",Length: 12 hrs and 42 mins
Wonder,R. J. Palacio,"Release Date:
                                    08-04-12",Kate Rudd,5 out of 5 stars,64 ratings,₹820.00,"['Language:', 'English']",Length: 8 hrs and 5 mins
Rarang Dhang,Prabhakar Pendharkar,"Release Date:
                                    07-02-14",Amey Wagh,5 out of 5 stars,92 ratings,₹375.00,"['Language:', 'English']",Length: 3 hrs and 27 mins
A Swim in a Pond in the Rain,George Saunders,"Release Date:
                                    12-01-21",George Saunders,5 out of 5 stars,7 ratings,₹645.00,"['Language:', 'English']",Length: 14 hrs and 44 mins
The Rosie Result,Graeme Simsion,"Release Date:
                                    04-04-19",Dan O'Grady,4.5 out of 5 stars,18 ratings,₹820.00,"['Language:', 'English']",Length: 8 hrs and 17 mins
The Key to Rebecca,Ken Follett,"Release Date:
                                    30-08-18",Tim Downie,4.5 out of 5 stars,15 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 32 mins
Three Men in a Boat (To Say Nothing of the Dog),Jerome K. Jerome,"Release Date:
                                    26-12-04",Martin Jarvis,4.5 out of 5 stars,7 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 34 mins
The Oscar Wilde BBC Radio Drama Collection,Oscar Wilde,"Release Date:
                                    04-04-19",Miriam Margolyes,4.5 out of 5 stars,19 ratings,₹957.00,"['Language:', 'English']",Length: 11 hrs and 58 mins
Tender Is the Flesh,Agustina Bazterrica,"Release Date:
                                    11-06-20",Joseph Balderrama,4.5 out of 5 stars,8 ratings,₹569.00,"['Language:', 'English']",Length: 6 hrs and 43 mins
The Iliad of Homer,Elizabeth Vandiver,"Release Date:
                                    08-07-13",Elizabeth Vandiver,5 out of 5 stars,2 ratings,₹501.00,"['Language:', 'English']",Length: 6 hrs and 4 mins
Neuromancer,William Gibson,"Release Date:
                                    13-07-21",Jason Flemyng,4.5 out of 5 stars,6 ratings,₹621.00,"['Language:', 'English']",Length: 8 hrs and 32 mins
The Collapsing Empire,John Scalzi,"Release Date:
                                    21-03-17",Wil Wheaton,4.5 out of 5 stars,8 ratings,₹668.00,"['Language:', 'English']",Length: 9 hrs and 24 mins
Divergence,TurtleMe,"Release Date:
                                    10-11-20",Travis Baldree,5 out of 5 stars,15 ratings,"₹1,340.00","['Language:', 'English']",Length: 15 hrs and 8 mins
Back Blast,Mark Greaney,"Release Date:
                                    16-02-16",Jay Snyder,4.5 out of 5 stars,22 ratings,"₹1,003.00","['Language:', 'English']",Length: 18 hrs and 20 mins
White Sand: Volume Two [Dramatized Adaptation],Brandon Sanderson,"Release Date:
                                    17-10-20",Terence Aselford,4.5 out of 5 stars,3 ratings,₹703.00,"['Language:', 'English']",Length: 5 hrs and 11 mins
A Tale of Two Cities,Charles Dickens,"Release Date:
                                    19-01-06",Martin Jarvis,4 out of 5 stars,4 ratings,₹748.00,"['Language:', 'English']",Length: 14 hrs and 18 mins
Wolfsong,TJ Klune,"Release Date:
                                    05-10-16",Kirt Graves,4.5 out of 5 stars,5 ratings,₹836.00,"['Language:', 'English']",Length: 18 hrs and 40 mins
"Mahabharata, Vol. 2 (Part 1)",Bibek Debroy,"Release Date:
                                    29-09-20",Sumit Kaul,4.5 out of 5 stars,12 ratings,₹879.00,"['Language:', 'English']",Length: 6 hrs and 24 mins
Ice Candy Man,Bapsi Sidhwa,"Release Date:
                                    21-08-20",Mala Mangla,5 out of 5 stars,4 ratings,₹879.00,"['Language:', 'English']",Length: 11 hrs and 1 min
Blackflame,Will Wight,"Release Date:
                                    25-09-19",Travis Baldree,5 out of 5 stars,11 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 1 min
The Remains of the Day,Kazuo Ishiguro,"Release Date:
                                    06-09-12",Dominic West,4.5 out of 5 stars,106 ratings,₹531.00,"['Language:', 'English']",Length: 7 hrs and 5 mins
Bridgerton: Romancing Mister Bridgerton,Julia Quinn,"Release Date:
                                    24-06-21",Rosalyn Landor,4.5 out of 5 stars,22 ratings,₹804.00,"['Language:', 'English']",Length: 13 hrs and 17 mins
Rebirth,Kamal Ravikant,"Release Date:
                                    03-01-17",David Pittu,4 out of 5 stars,2 ratings,₹500.00,"['Language:', 'English']",Length: 7 hrs and 7 mins
The Plague: International Edition,Albert Camus,"Release Date:
                                    29-10-20",James Jenner,4.5 out of 5 stars,13 ratings,₹938.00,"['Language:', 'English']",Length: 10 hrs and 52 mins
To the Lighthouse,Virginia Woolf,"Release Date:
                                    26-06-12",Nicole Kidman,4 out of 5 stars,27 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 37 mins
Falling for Her,Monica Murphy,"Release Date:
                                    14-07-20",Sarah McEwan,5 out of 5 stars,6 ratings,₹820.00,"['Language:', 'English']",Length: 11 hrs and 39 mins
American Psycho,Bret Easton Ellis,"Release Date:
                                    17-03-11",Nick Landrum,4.5 out of 5 stars,7 ratings,₹625.00,"['Language:', 'English']",Length: 17 hrs and 5 mins
A Thing Beyond Forever,Novoneel Chakraborty,"Release Date:
                                    20-01-17",Neelima Devdas,4.5 out of 5 stars,5 ratings,,"['Language:', 'English']",Length: 7 hrs and 46 mins
Solamalai Ilavarasi,Kalki,"Release Date:
                                    18-05-21",Bombay Kannan,4.5 out of 5 stars,25 ratings,₹90.00,"['Language:', 'tamil']",Length: 4 hrs and 6 mins
The Middle Length Discourses of the Buddha,Bhikkhu Ñānamoli,"Release Date:
                                    08-08-19",Taradasa,5 out of 5 stars,1 rating,"₹1,898.00","['Language:', 'English']",Length: 47 hrs and 22 mins
Everything You Ever Wanted to Know about Bureaucracy But Were Afraid to Ask,T. R. Raghunandan,"Release Date:
                                    29-06-20",Arish Bhiwandiwala,4 out of 5 stars,11 ratings,₹879.00,"['Language:', 'English']",Length: 8 hrs and 45 mins
The Third Twin,Ken Follett,"Release Date:
                                    16-08-18",January LaVoy,4.5 out of 5 stars,13 ratings,₹323.00,"['Language:', 'English']",Length: 15 hrs
Rusty Ki Ghar Wapsi [Rusty's Homecoming],Ruskin Bond,"Release Date:
                                    13-08-20",Sundip Ved,4.5 out of 5 stars,2 ratings,₹668.00,"['Language:', 'Hindi']",Length: 6 hrs and 22 mins
Choutha Ekka (Hindi Edition),James Hadley Chase,"Release Date:
                                    19-07-21",Subhav Kher,4 out of 5 stars,25 ratings,₹668.00,"['Language:', 'Hindi']",Length: 5 hrs and 22 mins
The Strength In Our Scars,Bianca Sparacino,"Release Date:
                                    28-07-20",Rachel L. Jacobs,4.5 out of 5 stars,17 ratings,₹234.00,"['Language:', 'English']",Length: 2 hrs and 10 mins
A Tale of Two Cities,Charles Dickens,"Release Date:
                                    09-12-19",Swetanshu Bora,4.5 out of 5 stars,6 ratings,,"['Language:', 'English']",Length: 14 hrs and 13 mins
Private Life Of The Mughals Of India,R. Nath,"Release Date:
                                    21-11-17",Surjan Singh,4 out of 5 stars,8 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 28 mins
Bewilderment,Richard Powers,"Release Date:
                                    21-09-21",Edoardo Ballerini,4 out of 5 stars,12 ratings,₹888.00,"['Language:', 'English']",Length: 7 hrs and 51 mins
Solo Leveling: Vol. 4,Chugong,"Release Date:
                                    21-06-22",Ki Hong Lee,5 out of 5 stars,1 rating,₹500.00,"['Language:', 'English']",Length: 7 hrs and 43 mins
The New Kingdom,Wilbur Smith,"Release Date:
                                    15-08-22",Mark Meadows,,Not rated yet,"₹1,405.00","['Language:', 'English']",Length: 15 hrs and 1 min
The Man on the Mountaintop,Susan Trott,"Release Date:
                                    09-11-17",Stanley Tucci,4 out of 5 stars,4 ratings,₹569.00,"['Language:', 'English']",Length: 5 hrs and 45 mins
The One You Cannot Have,Preeti Shenoy,"Release Date:
                                    01-01-17",Meetu Chilana,4.5 out of 5 stars,37 ratings,₹222.00,"['Language:', 'English']",Length: 8 hrs and 27 mins
Tom Clancy's Point of Contact,Mike Maden,"Release Date:
                                    06-09-18",Scott Brick,4.5 out of 5 stars,3 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 39 mins
The Inimitable Jeeves,P. G. Wodehouse,"Release Date:
                                    18-08-08",Frederick Davidson,5 out of 5 stars,16 ratings,₹702.00,"['Language:', 'English']",Length: 6 hrs and 5 mins
Lincoln in the Bardo,George Saunders,"Release Date:
                                    09-03-17",Nick Offerman,3.5 out of 5 stars,22 ratings,₹569.00,"['Language:', 'English']",Length: 7 hrs and 25 mins
Ravindra Nath Tagore Ki Lokpriya Kahaniyan [Popular Stories of Ravindra Nath Tagore],Ravindra Nath,"Release Date:
                                    24-12-18",Gautam Pandey,4.5 out of 5 stars,26 ratings,₹225.00,"['Language:', 'Hindi']",Length: 5 hrs and 25 mins
Dirty Billionaire Trilogy,Meghan March,"Release Date:
                                    18-06-19",Elena Wolfe,4.5 out of 5 stars,19 ratings,₹820.00,"['Language:', 'English']",Length: 12 hrs and 52 mins
The Peripheral,William Gibson,"Release Date:
                                    28-05-15",Lorelei King,5 out of 5 stars,1 rating,₹721.00,"['Language:', 'English']",Length: 14 hrs and 5 mins
The White Tiger,Aravind Adiga,"Release Date:
                                    05-12-08",Bindya Solanki,4 out of 5 stars,237 ratings,"₹1,192.00","['Language:', 'English']",Length: 8 hrs and 10 mins
Orlando,Virginia Woolf,"Release Date:
                                    14-01-05",Clare Higgins,4 out of 5 stars,8 ratings,₹759.00,"['Language:', 'English']",Length: 8 hrs and 38 mins
Dumb Witness,Agatha Christie,"Release Date:
                                    30-10-07",Hugh Fraser,4.5 out of 5 stars,12 ratings,₹379.00,"['Language:', 'English']",Length: 7 hrs and 18 mins
Without Sanction,Don Bentley,"Release Date:
                                    03-03-20",Jack Armstrong,4 out of 5 stars,1 rating,"₹1,005.00","['Language:', 'English']",Length: 10 hrs and 35 mins
Naagraj Ki Duniya [The World of Nagaraj],R.K. Narayan,"Release Date:
                                    16-07-20",Ashok Vyas,3.5 out of 5 stars,3 ratings,₹668.00,"['Language:', 'Hindi']",Length: 7 hrs and 4 mins
The Screwtape Letters,C. S. Lewis,"Release Date:
                                    01-09-06",Ralph Cosham,4.5 out of 5 stars,23 ratings,₹421.00,"['Language:', 'English']",Length: 3 hrs and 36 mins
The Witch of Portobello,Paulo Coelho,"Release Date:
                                    16-11-07",Rita Wolf,4 out of 5 stars,6 ratings,"₹1,406.00","['Language:', 'English']",Length: 8 hrs and 9 mins
Smoke and Ashes,Abir Mukherjee,"Release Date:
                                    07-06-18",Simon Bubb,4.5 out of 5 stars,13 ratings,₹752.00,"['Language:', 'English']",Length: 10 hrs and 14 mins
The H G Wells BBC Radio Collection,H. G. Wells,"Release Date:
                                    01-10-20",Amy Hoggart,,Not rated yet,"₹1,093.00","['Language:', 'English']",Length: 29 hrs and 12 mins
A Cup of Friendship,Deborah Rodriguez,"Release Date:
                                    25-01-11",Mozhan Marnò,4 out of 5 stars,9 ratings,"₹1,005.00","['Language:', 'English']",Length: 9 hrs and 31 mins
"To Sir, with Love",E. R. Braithwaite,"Release Date:
                                    05-12-17",Ben Onwukwe,5 out of 5 stars,8 ratings,"₹1,172.00","['Language:', 'English']",Length: 6 hrs and 46 mins
The Fox,Frederick Forsyth,"Release Date:
                                    20-09-18",David Rintoul,4 out of 5 stars,37 ratings,₹683.00,"['Language:', 'English']",Length: 8 hrs and 12 mins
Somnath (Hindi Edition),Acharya Chatursen,"Release Date:
                                    14-10-21",Deevas Gupta,4.5 out of 5 stars,7 ratings,,"['Language:', 'Hindi']",Length: 19 hrs and 47 mins
Hitched,Kendall Ryan,"Release Date:
                                    22-07-16",Ava Erickson,4 out of 5 stars,13 ratings,₹585.00,"['Language:', 'English']",Length: 4 hrs and 23 mins
Tigana,Guy Gavriel Kay,"Release Date:
                                    03-03-20",Simon Vance,4.5 out of 5 stars,4 ratings,"₹1,407.00","['Language:', 'English']",Length: 24 hrs and 51 mins
The Travelling Cat Chronicles,Hiro Arikawa,"Release Date:
                                    24-05-18",George Blagden,4.5 out of 5 stars,58 ratings,₹615.00,"['Language:', 'English']",Length: 5 hrs and 59 mins
Outlander: International Edition,Diana Gabaldon,"Release Date:
                                    12-10-20",Davina Porter,4.5 out of 5 stars,29 ratings,"₹1,407.00","['Language:', 'English']",Length: 32 hrs and 38 mins
Narasimha,Kevin Missal,"Release Date:
                                    14-10-21",Rajat Verman,4 out of 5 stars,56 ratings,₹668.00,"['Language:', 'English']",Length: 9 hrs and 59 mins
All the Ugly and Wonderful Things,Bryn Greenwood,"Release Date:
                                    09-08-16",Jorjeana Marie,5 out of 5 stars,8 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 8 mins
The Authenticity Project,Clare Pooley,"Release Date:
                                    04-02-20",Anna Cordell,4.5 out of 5 stars,41 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 25 mins
A Marvellous Light,Freya Marske,"Release Date:
                                    09-12-21",David Thorpe,4 out of 5 stars,2 ratings,₹323.00,"['Language:', 'English']",Length: 14 hrs and 30 mins
Lal Rekha,Kushwaha Kant,"Release Date:
                                    29-12-20",Sundip Ved,4.5 out of 5 stars,18 ratings,,"['Language:', 'Hindi']",Length: 6 hrs and 18 mins
The Casebook of Sherlock Holmes,Arthur Conan Doyle,"Release Date:
                                    01-02-12",Derek Jacobi,5 out of 5 stars,3 ratings,₹702.00,"['Language:', 'English']",Length: 9 hrs and 8 mins
The Book of Disquiet,Fernando Pessoa,"Release Date:
                                    19-06-18",Adam Sims,4.5 out of 5 stars,6 ratings,"₹1,172.00","['Language:', 'English']",Length: 17 hrs and 28 mins
"20,000 Leagues Under the Sea",Jules Verne,"Release Date:
                                    24-10-17",David Linski,4.5 out of 5 stars,15 ratings,₹836.00,"['Language:', 'English']",Length: 11 hrs and 13 mins
Triple,Ken Follett,"Release Date:
                                    23-08-18",Raza Jaffrey,4.5 out of 5 stars,5 ratings,₹323.00,"['Language:', 'English']",Length: 13 hrs and 9 mins
Blink,K. L. Slater,"Release Date:
                                    16-02-17",Lucy Price-Lewis,3.5 out of 5 stars,10 ratings,₹569.00,"['Language:', 'English']",Length: 8 hrs and 19 mins
The Princess Bride,William Goldman,"Release Date:
                                    16-12-99",Rob Reiner,5 out of 5 stars,4 ratings,₹374.00,"['Language:', 'English']",Length: 2 hrs and 32 mins
Emma [Naxos Edition],Jane Austen,"Release Date:
                                    06-06-08",Juliet Stevenson,5 out of 5 stars,12 ratings,"₹1,003.00","['Language:', 'English']",Length: 16 hrs and 39 mins
Nightcrawling,Leila Mottley,"Release Date:
                                    07-06-22",Joniece Abbott-Pratt,3 out of 5 stars,2 ratings,"₹1,025.00","['Language:', 'English']",Length: 10 hrs and 48 mins
The Feast of Roses,Indu Sundaresan,"Release Date:
                                    29-03-07",Sneha Mathan,4.5 out of 5 stars,44 ratings,₹937.00,"['Language:', 'English']",Length: 17 hrs and 43 mins
Classical Mythology,Elizabeth Vandiver,"Release Date:
                                    08-07-13",Elizabeth Vandiver,5 out of 5 stars,1 rating,"₹1,171.00","['Language:', 'English']",Length: 12 hrs and 25 mins
A Portrait of the Artist as a Young Man,James Joyce,"Release Date:
                                    22-01-19",Colin Farrell,4 out of 5 stars,13 ratings,₹836.00,"['Language:', 'English']",Length: 8 hrs and 17 mins
Les Miserables,Victor Hugo,"Release Date:
                                    22-08-03",Frederick Davidson,5 out of 5 stars,4 ratings,"₹1,171.00","['Language:', 'English']",Length: 57 hrs and 48 mins
The Party Crasher,Sophie Kinsella,"Release Date:
                                    14-10-21",Fiona Hardingham,4 out of 5 stars,8 ratings,₹888.00,"['Language:', 'English']",Length: 9 hrs and 31 mins
Don Quixote,Miguel Cervantes,"Release Date:
                                    23-04-20",Kayvan Novak,4.5 out of 5 stars,3 ratings,"₹1,093.00","['Language:', 'English']",Length: 39 hrs and 17 mins
The Pilgrim's Progress,John Bunyan,"Release Date:
                                    01-08-13",David Shaw-Parker,5 out of 5 stars,5 ratings,"₹1,003.00","['Language:', 'English']",Length: 12 hrs and 3 mins
Goat Days,Benyamin,"Release Date:
                                    14-10-20",Sankalp Ratogi,4.5 out of 5 stars,18 ratings,₹502.00,"['Language:', 'English']",Length: 4 hrs and 55 mins
The Conqueror,Aditya Iyengar,"Release Date:
                                    10-06-20",Avinash Kumar Singh,4.5 out of 5 stars,9 ratings,₹668.00,"['Language:', 'English']",Length: 6 hrs and 57 mins
Brushfire,Craig Alanson,"Release Date:
                                    15-12-20",R.C. Bray,5 out of 5 stars,9 ratings,"₹1,675.00","['Language:', 'English']",Length: 19 hrs and 18 mins
Lonesome Dove,Larry McMurtry,"Release Date:
                                    31-12-17",Lee Horsley,3 out of 5 stars,3 ratings,"₹1,875.00","['Language:', 'English']",Length: 36 hrs and 47 mins
Frederica,Georgette Heyer,"Release Date:
                                    26-08-21",Joe Jameson,5 out of 5 stars,3 ratings,₹888.00,"['Language:', 'English']",Length: 12 hrs and 49 mins
Crowne of Lies,CD Reiss,"Release Date:
                                    06-03-20",Joe Arden,4.5 out of 5 stars,2 ratings,₹668.00,"['Language:', 'English']",Length: 8 hrs and 27 mins
"If This Isn't Nice, What Is?",Kurt Vonnegut,"Release Date:
                                    07-05-13",Kevin T. Collins,4.5 out of 5 stars,31 ratings,₹100.00,"['Language:', 'English']",Length: 2 hrs and 23 mins
Equal Rites,Terry Pratchett,"Release Date:
                                    28-04-22",Indira Varma,5 out of 5 stars,8 ratings,"₹1,093.00","['Language:', 'English']",Length: 7 hrs and 27 mins
If Cats Disappeared from the World,Genki Kawamura,"Release Date:
                                    20-09-18",Brian Nishii,4 out of 5 stars,4 ratings,₹323.00,"['Language:', 'English']",Length: 4 hrs and 49 mins
Pride and Prejudice,Jane Austen,"Release Date:
                                    21-05-21",Juliet Stevenson,5 out of 5 stars,4 ratings,₹633.00,"['Language:', 'English']",Length: 14 hrs and 2 mins
Zikora,Chimamanda Ngozi Adichie,"Release Date:
                                    27-10-20",Adepero Oduye,4.5 out of 5 stars,66 ratings,₹67.00,"['Language:', 'English']",Length: 1 hr and 15 mins
Alien: Covenant,Alan Dean Foster,"Release Date:
                                    23-05-17",Tom Taylorson,,Not rated yet,₹820.00,"['Language:', 'English']",Length: 8 hrs and 58 mins
The Fifth Elephant,Terry Pratchett,"Release Date:
                                    17-07-07",Stephen Briggs,4.5 out of 5 stars,11 ratings,₹820.00,"['Language:', 'English']",Length: 10 hrs and 48 mins
Polaris,H. P. Lovecraft,"Release Date:
                                    21-10-22",Heiner Lamprecht,,Not rated yet,₹32.00,"['Language:', 'german']",Length: 14 mins
The Island of Missing Trees,Elif Shafak,"Release Date:
                                    05-08-21",Daphne Kouma,4.5 out of 5 stars,77 ratings,₹888.00,"['Language:', 'English']",Length: 11 hrs and 44 mins
Razorblade Tears,S. A. Cosby,"Release Date:
                                    06-07-21",Adam Lazarre-White,4 out of 5 stars,9 ratings,₹181.00,"['Language:', 'English']",Length: 12 hrs
Confessions of a Thug,Philip M. Taylor,"Release Date:
                                    24-01-11",Sanjiv Jhaveri,4 out of 5 stars,16 ratings,"₹1,003.00","['Language:', 'English']",Length: 24 hrs and 41 mins
Warlock,Wilbur Smith,"Release Date:
                                    31-01-19",Mark Meadows,5 out of 5 stars,4 ratings,"₹1,138.00","['Language:', 'English']",Length: 26 hrs and 5 mins
Life Lessons from the Great Books,J. Rufus Fears,"Release Date:
                                    08-07-13",J. Rufus Fears,4.5 out of 5 stars,2 ratings,"₹1,405.00","['Language:', 'English']",Length: 18 hrs and 16 mins
The Club,Ellery Lloyd,"Release Date:
                                    31-03-22",Tamaryn Payne,4.5 out of 5 stars,3 ratings,₹323.00,"['Language:', 'English']",Length: 9 hrs and 23 mins
The Mating Season,P. G. Wodehouse,"Release Date:
                                    04-05-09",Jonathan Cecil,5 out of 5 stars,9 ratings,₹558.00,"['Language:', 'English']",Length: 6 hrs and 51 mins
Jaisa Tum Chaho [As You Like It],William Shakespeare,"Release Date:
                                    20-05-22",Babla Kochhar,4 out of 5 stars,3 ratings,,"['Language:', 'Hindi']",Length: 4 hrs and 6 mins
Mavericks,Craig Alanson,"Release Date:
                                    25-09-18",R.C. Bray,5 out of 5 stars,8 ratings,"₹1,507.00","['Language:', 'English']",Length: 17 hrs and 21 mins
A Thousand Ships,Natalie Haynes,"Release Date:
                                    02-05-19",Natalie Haynes,4.5 out of 5 stars,6 ratings,₹323.00,"['Language:', 'English']",Length: 8 hrs and 34 mins
A Walk to Remember,Nicholas Sparks,"Release Date:
                                    16-12-99",Nicholas Sparks,5 out of 5 stars,27 ratings,₹500.00,"['Language:', 'English']",Length: 4 hrs and 24 mins
The Visit,Chimamanda Ngozi Adichie,"Release Date:
                                    31-08-21",Nyambi Nyambi,4.5 out of 5 stars,22 ratings,₹67.00,"['Language:', 'English']",Length: 50 mins
